Order ID,Vendor ID,Pickup Address,HubCN ID,Plan_Vendor_Pickup Time,Vendor_PickupTime
LECVN028344731703,CN08069,"Room 23D, Buliding B, Jing Xiu Da Xia Wen Jing Zhong Road, Luo Hu District, Shenzhen Guangdong, 518000",LECCNSZ,3/27/2022 0:04,3/29/2022 12:02
LECVN027170288513,CN00328,"5/F, NO. 294 Fanshen Road, BaoAn Zone, China",LECCNSZ,3/28/2022 8:17,3/30/2022 16:30
LECVN021964666303,CN70636,"NO. 2, Alley 49, Dongxing Industrial Zone, Qingkou, Jiangdong, Yiwu",LECCNYW,3/26/2022 17:02,3/29/2022 16:58
LECVN023909210104,CN73456,"2 Jiangdong Road,Yiwu",LECCNYW,3/30/2022 13:50,4/1/2022 2:46
LECVN020969174294,CN08069,"Room 23D, Buliding B, Jing Xiu Da Xia Wen Jing Zhong Road, Luo Hu District, Shenzhen Guangdong, 518000",LECCNSZ,3/29/2022 8:32,3/29/2022 8:33
LECVN028502763473,CN15519,"5D Xinghua Bldg, Huali Garden, Huali Rd, GD",LECCNSZ,3/25/2022 20:28,3/29/2022 11:22
LECVN022535499923,CN25990,P.O.BOX 26-1-201 BEIYUANLINGYUNYIQU YIWU CITY yiwu city CN,LECCNYW,3/29/2022 8:52,4/1/2022 0:49
LECVN024287854044,CN80546,"4F,NO.6,Building 28,Xiawang E District,Jiangdong Road,Yiwu",LECCNYW,3/26/2022 8:48,3/29/2022 0:16
LECVN021202349773,CN08069,"Room 23D, Buliding B, Jing Xiu Da Xia Wen Jing Zhong Road, Luo Hu District, Shenzhen Guangdong, 518000",LECCNSZ,3/28/2022 11:59,3/30/2022 16:08
LECVN022163577493,CN55243,"4F,No.621,Airport Rd,Yiwu city,Zhejiang Province",LECCNYW,3/30/2022 13:54,4/1/2022 2:49
LECVN027552140893,CN03356,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/29/2022 8:57,3/29/2022 17:03
LECVN029262214813,CN25266,"2 floor,No 1 Building 1,Zhoucun district,Beiyuan street,Yiwu,China Yiwu city CN",LECCNYW,3/26/2022 14:13,3/26/2022 17:52
LECVN020899847674,CN12633,"7/F, 3rd Jianxing Building, Chaguang industrial zone, Nanshan District, China China, 518055",LECCNSZ,3/30/2022 0:11,4/1/2022 3:04
LECVN027830750293,CN19661,"No.16, Changjin Rd, Changjiang Bu Industry District, Henggang Town, . Shenzhen Guangdong, 518115",LECCNSZ,3/29/2022 20:00,4/1/2022 11:52
LECVN021919271043,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/26/2022 9:49,3/29/2022 2:43
LECVN025261690563,CN54850,"No. 755, West Xuefeng Road Yiwu City CN",LECCNYW,3/29/2022 6:13,3/29/2022 16:06
LECVN025338702713,CN08863,"P.O.Box 67, Room A6, 8th Floor, East of Building2, Seg Science and Technology Park, Huaqiang Road, Futian District",LECCNSZ,3/27/2022 7:45,3/29/2022 9:30
LECVN022583146423,CN25990,P.O.BOX 26-1-201 BEIYUANLINGYUNYIQU YIWU CITY yiwu city CN,LECCNYW,3/29/2022 22:51,4/1/2022 0:49
LECVN024257787994,CN03356,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/29/2022 11:20,3/29/2022 9:03
LECVN027610558353,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/28/2022 0:27,3/29/2022 18:25
LECVN020536418113,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/26/2022 7:47,3/29/2022 0:06
LECVN022436118704,CN80546,"4F,NO.6,Building 28,Xiawang E District,Jiangdong Road,Yiwu",LECCNYW,3/28/2022 20:41,4/1/2022 2:41
LECVN020214622554,CN96121,"Room 201,Unit 2,7# Building,Qiancheng Area,Yiwu City yiwu city CN",LECCNYW,3/26/2022 22:26,3/29/2022 1:59
LECVN028641429343,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/26/2022 9:09,3/29/2022 0:28
LECVN027257781743,CN19661,"No.16, Changjin Rd, Changjiang Bu Industry District, Henggang Town, . Shenzhen Guangdong, 518115",LECCNSZ,3/29/2022 17:19,3/31/2022 15:08
LECVN029489946754,CN23003,"4/F., No 21 South area XiLi town, Wang Tang industrial district",LECCNSZ,3/27/2022 6:08,3/31/2022 16:07
LECVN025326148954,CN91856,"Building 1, No. 1077, Liuqing Road, Beiyuan",LECCNYW,3/29/2022 17:57,3/29/2022 16:04
LECVN023728557773,CN55243,"4F,No.621,Airport Rd,Yiwu city,Zhejiang Province",LECCNYW,3/28/2022 20:35,4/1/2022 3:30
LECVN024272471553,CN94105,"No.358,Shengshou RD,Chengxi Special Industrial Zone Yiwu City",LECCNYW,3/27/2022 17:57,3/29/2022 15:52
LECVN020117354984,CN23003,"4/F., No 21 South area XiLi town, Wang Tang industrial district",LECCNSZ,3/23/2022 16:31,3/28/2022 16:21
LECVN026616678383,CN85292,"4F, Market Rd.3-7,Yiwu,Zhejiang",LECCNYW,3/28/2022 2:44,3/28/2022 18:07
LECVN025115904273,CN20296,"703, Building A, High-Tech Venture Park, Tianan district",LECCNSZ,3/29/2022 21:01,3/31/2022 15:02
LECVN020631050573,CN94806,"No.11,Mucheng Village, Suxi Town, Yiwu City",LECCNYW,3/26/2022 5:46,3/30/2022 11:45
LECVN026017683653,CN15519,"5D Xinghua Bldg, Huali Garden, Huali Rd, GD",LECCNSZ,3/28/2022 20:47,3/29/2022 8:40
LECVN028953536634,CN82535,"2F, No.262, Xue Feng West Road,YiWu,Zhejiang,China",LECCNYW,3/26/2022 18:16,3/29/2022 17:13
LECVN020769237953,CN19661,"No.16, Changjin Rd, Changjiang Bu Industry District, Henggang Town, . Shenzhen Guangdong, 518115",LECCNSZ,3/28/2022 5:29,3/31/2022 17:26
LECVN028732887073,CN70636,"NO. 2, Alley 49, Dongxing Industrial Zone, Qingkou, Jiangdong, Yiwu",LECCNYW,3/27/2022 8:49,3/29/2022 0:20
LECVN020780775403,CN25990,P.O.BOX 26-1-201 BEIYUANLINGYUNYIQU YIWU CITY yiwu city CN,LECCNYW,3/26/2022 20:52,3/29/2022 0:19
LECVN026456795144,CN93476,NO.96 QiaoDong street of JiangDong,LECCNYW,3/30/2022 8:36,4/1/2022 3:35
LECVN028974251464,CN70636,"NO. 2, Alley 49, Dongxing Industrial Zone, Qingkou, Jiangdong, Yiwu",LECCNYW,3/26/2022 22:56,3/29/2022 0:19
LECVN024639234493,CN00328,"5/F, NO. 294 Fanshen Road, BaoAn Zone, China",LECCNSZ,3/30/2022 15:37,4/1/2022 7:43
LECVN024572730143,CN41627,"201, No.12, Building No.18, XingZhong Area YiWu City CN",LECCNYW,3/26/2022 2:57,3/29/2022 21:00
LECVN028123085703,CN05856,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/24/2022 17:56,3/28/2022 15:49
LECVN021631879754,CN96121,"Room 201,Unit 2,7# Building,Qiancheng Area,Yiwu City yiwu city CN",LECCNYW,3/28/2022 21:22,3/29/2022 3:14
LECVN028214398363,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/28/2022 17:16,3/29/2022 17:23
LECVN025890683213,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/26/2022 20:35,3/29/2022 0:16
LECVN023262449423,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/26/2022 18:44,3/29/2022 16:51
LECVN020538478434,CN01970,"RM 204, First Bldg, Tap Water Garden, Tianjinghu, #35 Huangbei Rd, Luohu Dist, P.R. China,",LECCNSZ,3/27/2022 20:28,3/30/2022 16:15
LECVN027094435114,CN52975,"room 302, No.22 of wenhua road, yijiashan district, yiwu city yiwu city CN",LECCNYW,3/26/2022 18:12,3/29/2022 16:57
LECVN028063415484,CN99813,No.236 Yinhai Road Yiwu City CN,LECCNYW,3/28/2022 9:27,3/29/2022 3:26
LECVN026006473293,CN96121,"Room 201,Unit 2,7# Building,Qiancheng Area,Yiwu City yiwu city CN",LECCNYW,3/29/2022 22:01,4/1/2022 1:17
LECVN022916116414,CN34621,"No. 7, Xinxing Lane, Jiangwan, Choujiang St., Yiwu City , Jinhua , Zhejiang China (Mainland) Yiwu City CN",LECCNYW,3/28/2022 8:29,4/1/2022 3:31
LECVN021355561194,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/30/2022 0:33,4/1/2022 2:42
LECVN020810674663,CN25990,P.O.BOX 26-1-201 BEIYUANLINGYUNYIQU YIWU CITY yiwu city CN,LECCNYW,3/26/2022 20:18,3/29/2022 18:10
LECVN023706191293,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/29/2022 6:06,3/29/2022 16:03
LECVN026502905044,CN08863,"P.O.Box 67, Room A6, 8th Floor, East of Building2, Seg Science and Technology Park, Huaqiang Road, Futian District",LECCNSZ,3/25/2022 6:14,3/28/2022 16:16
LECVN029937289893,CN32206,"402,Unit 2,Building 40,Xiawang 3 Village,Jiangdong Road,Yiwu City,Zhejiang,China Yiwu City CN",LECCNYW,3/30/2022 2:36,3/29/2022 20:09
LECVN020628974113,CN01970,"RM 204, First Bldg, Tap Water Garden, Tianjinghu, #35 Huangbei Rd, Luohu Dist, P.R. China,",LECCNSZ,3/25/2022 5:24,3/28/2022 15:13
LECVN026973275814,CN88991,"2/F, No.3, Yongsheng Xiaoqu No.21, Yiwu, Zhejiang",LECCNYW,3/30/2022 18:43,3/29/2022 20:14
LECVN028048967543,CN41627,"201, No.12, Building No.18, XingZhong Area YiWu City CN",LECCNYW,3/30/2022 2:04,3/31/2022 20:05
LECVN023970090154,CN08969,"Unit C, 18/F, Bldg.B, Modern Window Tower, Huaqiang North Rd, Shenzhen Guangdong, 518000",LECCNSZ,3/30/2022 0:58,4/1/2022 4:51
LECVN029324473073,CN54850,"No. 755, West Xuefeng Road Yiwu City CN",LECCNYW,3/30/2022 18:37,3/29/2022 20:12
LECVN028246267943,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/29/2022 8:01,3/29/2022 16:13
LECVN021667473654,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/28/2022 5:42,3/30/2022 10:48
LECVN020503796933,CN20296,"703, Building A, High-Tech Venture Park, Tianan district",LECCNSZ,3/27/2022 7:46,3/30/2022 15:41
LECVN020092746563,CN73456,"2 Jiangdong Road,Yiwu",LECCNYW,3/26/2022 13:06,3/29/2022 2:44
LECVN029606545233,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/30/2022 18:01,4/1/2022 18:26
LECVN020356469333,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/28/2022 18:08,3/29/2022 16:08
LECVN027487905253,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/27/2022 1:22,3/26/2022 17:55
LECVN027212492144,CN11320,"RM1109, DINGXIN BUILDING WEST, XILI, NANSHAN, CHINA China, 518039",LECCNSZ,3/26/2022 22:11,3/30/2022 15:07
LECVN027865065414,CN00328,"5/F, NO. 294 Fanshen Road, BaoAn Zone, China",LECCNSZ,3/30/2022 1:00,4/1/2022 4:52
LECVN024436146724,CN08863,"P.O.Box 67, Room A6, 8th Floor, East of Building2, Seg Science and Technology Park, Huaqiang Road, Futian District",LECCNSZ,3/29/2022 19:44,4/1/2022 11:41
LECVN023502938074,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/26/2022 9:05,3/29/2022 0:27
LECVN027334247793,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/27/2022 0:57,3/29/2022 2:54
LECVN029052200203,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/28/2022 20:52,3/29/2022 16:50
LECVN020075567873,CN00328,"5/F, NO. 294 Fanshen Road, BaoAn Zone, China",LECCNSZ,3/29/2022 0:55,3/30/2022 15:02
LECVN021643012683,CN55243,"4F,No.621,Airport Rd,Yiwu city,Zhejiang Province",LECCNYW,3/28/2022 18:51,4/1/2022 0:48
LECVN020998695273,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/31/2022 17:13,4/1/2022 18:37
LECVN027520151113,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/27/2022 21:04,3/29/2022 3:01
LECVN021172405784,CN01970,"RM 204, First Bldg, Tap Water Garden, Tianjinghu, #35 Huangbei Rd, Luohu Dist, P.R. China,",LECCNSZ,3/27/2022 10:06,3/29/2022 10:39
LECVN020797242313,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/29/2022 8:46,4/1/2022 3:43
LECVN026295496703,CN91249,"No.14519,District G of Yiwu International Trade Market 2,Yiwu City",LECCNYW,3/27/2022 13:31,3/26/2022 17:59
LECVN028690680263,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/26/2022 15:36,3/29/2022 17:33
LECVN021399143743,CN23003,"4/F., No 21 South area XiLi town, Wang Tang industrial district",LECCNSZ,3/29/2022 21:20,4/1/2022 10:09
LECVN021419180323,CN85292,"4F, Market Rd.3-7,Yiwu,Zhejiang",LECCNYW,3/26/2022 8:51,3/29/2022 2:49
LECVN022727084043,CN25990,P.O.BOX 26-1-201 BEIYUANLINGYUNYIQU YIWU CITY yiwu city CN,LECCNYW,3/27/2022 9:12,3/29/2022 3:17
LECVN020967679663,CN27928,"No.5 , Building 15 ,Zijing District 3 , Xialuozhai Yiwu City CN",LECCNYW,3/25/2022 21:11,3/29/2022 2:42
LECVN028907469183,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/27/2022 13:51,3/26/2022 18:49
LECVN024760831244,CN88991,"2/F, No.3, Yongsheng Xiaoqu No.21, Yiwu, Zhejiang",LECCNYW,3/26/2022 16:53,3/29/2022 17:04
LECVN020303067633,CN25266,"2 floor,No 1 Building 1,Zhoucun district,Beiyuan street,Yiwu,China Yiwu city CN",LECCNYW,3/26/2022 22:18,3/29/2022 1:56
LECVN026027897223,CN93476,NO.96 QiaoDong street of JiangDong,LECCNYW,3/28/2022 0:17,3/29/2022 18:15
LECVN026524540314,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/26/2022 4:29,3/30/2022 9:45
LECVN023696423664,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/25/2022 23:06,3/28/2022 21:07
LECVN025918534493,CN94105,"No.358,Shengshou RD,Chengxi Special Industrial Zone Yiwu City",LECCNYW,3/26/2022 15:22,3/30/2022 10:27
LECVN024716280133,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/25/2022 23:15,3/29/2022 2:39
LECVN026093981423,CN80546,"4F,NO.6,Building 28,Xiawang E District,Jiangdong Road,Yiwu",LECCNYW,3/30/2022 18:45,3/29/2022 20:03
LECVN026477408883,CN34621,"No. 7, Xinxing Lane, Jiangwan, Choujiang St., Yiwu City , Jinhua , Zhejiang China (Mainland) Yiwu City CN",LECCNYW,3/26/2022 6:05,3/29/2022 17:09
LECVN024143388933,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/26/2022 18:11,3/29/2022 17:19
LECVN023532634703,CN91236,"Gate 38, Longxiang Road, Niansanli Industrial development zone,YiWu City",LECCNYW,3/28/2022 20:29,4/1/2022 2:34
LECVN022296443613,CN03356,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/27/2022 22:25,3/31/2022 17:20
LECVN027504316394,CN23003,"4/F., No 21 South area XiLi town, Wang Tang industrial district",LECCNSZ,3/28/2022 1:54,3/29/2022 11:36
LECVN020177435104,CN05856,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/27/2022 0:03,3/29/2022 11:07
LECVN029510324933,CN03356,"7B, A Buliding of Construction Group, Shenzhen Guangdong,",LECCNSZ,3/30/2022 11:55,4/1/2022 11:36
LECVN026389361183,CN56912,"Room 302,Unit 3,Building 35,District B,South Xiazhu, Jiangdong street Yiwu city",LECCNYW,3/27/2022 4:23,3/30/2022 11:33
LECVN027851063633,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/28/2022 21:01,3/29/2022 17:10
LECVN022338042814,CN80546,"4F,NO.6,Building 28,Xiawang E District,Jiangdong Road,Yiwu",LECCNYW,3/29/2022 7:55,3/29/2022 15:51
LECVN025509220473,CN08069,"Room 23D, Buliding B, Jing Xiu Da Xia Wen Jing Zhong Road, Luo Hu District, Shenzhen Guangdong, 518000",LECCNSZ,3/27/2022 21:09,3/30/2022 15:09
LECVN020922364323,CN91287,NO.96 QiaoDong street of JiangDong,LECCNYW,3/26/2022 4:33,3/30/2022 10:04
LECVN025406007443,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/24/2022 9:13,3/29/2022 0:35
LECVN024600899093,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/29/2022 8:34,4/1/2022 3:35
LECVN025834428604,CN09482,"Rm# 18A, Unit 1, DuShiYangGuang Building, NO. 6017 Shennan Road",LECCNSZ,3/29/2022 22:29,3/31/2022 17:18
LECVN023092861083,CN34679,"No.496,Chengdian South Road,Yiwu city,Zhejiang Province,China. Yiwu city CN",LECCNYW,3/29/2022 10:08,4/1/2022 3:00
LECVN029218665273,CN73456,"2 Jiangdong Road,Yiwu",LECCNYW,3/28/2022 4:49,3/29/2022 16:38
LECVN026666894793,CN08069,"Room 23D, Buliding B, Jing Xiu Da Xia Wen Jing Zhong Road, Luo Hu District, Shenzhen Guangdong, 518000",LECCNSZ,3/28/2022 1:58,3/29/2022 11:44
LECVN023903827703,CN96121,"Room 201,Unit 2,7# Building,Qiancheng Area,Yiwu City yiwu city CN",LECCNYW,3/27/2022 15:21,3/26/2022 21:09
LECVN026835120263,CN93476,NO.96 QiaoDong street of JiangDong,LECCNYW,3/26/2022 8:43,3/29/2022 2:55
LECVN022949166623,CN14209,"Room823, 8/F, Jiejia Plaza, No.3037, Shennanzhong Rd",LECCNSZ,3/29/2022 8:35,3/29/2022 18:32
LECVN027129725223,CN14209,"Room823, 8/F, Jiejia Plaza, No.3037, Shennanzhong Rd",LECCNSZ,3/30/2022 11:53,4/1/2022 10:50
LECVN020626725063,CN08069,"Room 23D, Buliding B, Jing Xiu Da Xia Wen Jing Zhong Road, Luo Hu District, Shenzhen Guangdong, 518000",LECCNSZ,3/25/2022 22:03,3/29/2022 10:44
LECVN028487565283,CN14209,"Room823, 8/F, Jiejia Plaza, No.3037, Shennanzhong Rd",LECCNSZ,3/30/2022 9:28,4/1/2022 10:10
LECVN026882150523,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/28/2022 7:18,3/29/2022 17:23
LECVN024379627843,CN15519,"5D Xinghua Bldg, Huali Garden, Huali Rd, GD",LECCNSZ,3/30/2022 1:44,4/1/2022 7:45
LECVN029634980303,CN88991,"2/F, No.3, Yongsheng Xiaoqu No.21, Yiwu, Zhejiang",LECCNYW,3/27/2022 3:41,3/30/2022 9:24
LECVN029940462463,CN96121,"Room 201,Unit 2,7# Building,Qiancheng Area,Yiwu City yiwu city CN",LECCNYW,3/29/2022 22:25,3/29/2022 16:42
LECVN028682018434,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/27/2022 12:59,3/29/2022 0:40
LECVN026590308243,CN08863,"P.O.Box 67, Room A6, 8th Floor, East of Building2, Seg Science and Technology Park, Huaqiang Road, Futian District",LECCNSZ,3/27/2022 11:49,3/29/2022 11:31
LECVN023593197173,CN98923,"2/F,Gongren Nor.rd. yiwu city",LECCNYW,3/27/2022 19:53,3/30/2022 10:48
LECVN020582578353,CN91287,NO.96 QiaoDong street of JiangDong,LECCNYW,3/28/2022 20:52,3/29/2022 16:52
LECVN021463722524,CN08069,"Room 23D, Buliding B, Jing Xiu Da Xia Wen Jing Zhong Road, Luo Hu District, Shenzhen Guangdong, 518000",LECCNSZ,3/27/2022 21:51,3/30/2022 15:56
LECVN029611083843,CN93476,NO.96 QiaoDong street of JiangDong,LECCNYW,3/28/2022 11:23,3/29/2022 3:40
LECVN029363613053,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/25/2022 1:55,3/29/2022 17:44
LECVN026714042404,CN34679,"No.496,Chengdian South Road,Yiwu city,Zhejiang Province,China. Yiwu city CN",LECCNYW,3/26/2022 18:23,3/29/2022 17:10
LECVN026671387743,CN93476,NO.96 QiaoDong street of JiangDong,LECCNYW,3/27/2022 5:35,3/30/2022 10:39
LECVN022835586233,CN41627,"201, No.12, Building No.18, XingZhong Area YiWu City CN",LECCNYW,3/29/2022 10:00,4/1/2022 2:47
LECVN021431548464,CN01710,"8c, Flat A, Huaqiang Garden, Shenzhen",LECCNSZ,3/27/2022 7:49,3/30/2022 15:56
LECVN029907637673,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/28/2022 9:28,3/29/2022 3:29
LECVN021492890973,CN08863,"P.O.Box 67, Room A6, 8th Floor, East of Building2, Seg Science and Technology Park, Huaqiang Road, Futian District",LECCNSZ,3/28/2022 19:38,3/29/2022 9:42
LECVN029489068253,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/29/2022 20:41,4/1/2022 3:41
LECVN021150108293,CN15519,"5D Xinghua Bldg, Huali Garden, Huali Rd, GD",LECCNSZ,3/25/2022 17:53,3/28/2022 15:58
LECVN026924085664,CN01970,"RM 204, First Bldg, Tap Water Garden, Tianjinghu, #35 Huangbei Rd, Luohu Dist, P.R. China,",LECCNSZ,3/28/2022 8:18,3/31/2022 20:19
LECVN022106325583,CN91249,"No.14519,District G of Yiwu International Trade Market 2,Yiwu City",LECCNYW,3/26/2022 8:54,3/29/2022 0:24
LECVN021780602403,CN08969,"Unit C, 18/F, Bldg.B, Modern Window Tower, Huaqiang North Rd, Shenzhen Guangdong, 518000",LECCNSZ,3/28/2022 5:28,3/31/2022 17:25
LECVN027733162323,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/27/2022 16:40,3/28/2022 20:06
LECVN026242620114,CN41627,"201, No.12, Building No.18, XingZhong Area YiWu City CN",LECCNYW,3/25/2022 15:04,3/26/2022 21:06
LECVN029134657893,CN70636,"NO. 2, Alley 49, Dongxing Industrial Zone, Qingkou, Jiangdong, Yiwu",LECCNYW,3/25/2022 20:53,3/29/2022 2:57
LECVN023452273283,CN88991,"2/F, No.3, Yongsheng Xiaoqu No.21, Yiwu, Zhejiang",LECCNYW,3/26/2022 20:27,3/29/2022 18:20
LECVN029384774373,CN70636,"NO. 2, Alley 49, Dongxing Industrial Zone, Qingkou, Jiangdong, Yiwu",LECCNYW,3/29/2022 18:02,3/29/2022 16:06
LECVN022445233223,CN15519,"5D Xinghua Bldg, Huali Garden, Huali Rd, GD",LECCNSZ,3/29/2022 11:47,3/29/2022 9:29
LECVN028627928563,CN98042,"No. 42 Dong Qiaodong 1th Dist, Yiwu City, Zhejiang, China Yiwu City",LECCNYW,3/25/2022 15:23,3/30/2022 8:59
LECVN023129010003,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/26/2022 20:15,3/29/2022 18:23
LECVN026960573403,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/27/2022 4:33,3/29/2022 3:33
LECVN029108147443,CN01710,"8c, Flat A, Huaqiang Garden, Shenzhen",LECCNSZ,3/25/2022 20:12,3/29/2022 10:42
LECVN029182963703,CN39062,"Floor 2, No.1, Building 65, Qiancheng Area Yiwu City CN",LECCNYW,3/28/2022 20:41,4/1/2022 2:34
LECVN027725814863,CN91236,"Gate 38, Longxiang Road, Niansanli Industrial development zone,YiWu City",LECCNYW,3/29/2022 21:53,4/1/2022 2:54
LECVN028341226803,CN93476,NO.96 QiaoDong street of JiangDong,LECCNYW,3/31/2022 14:06,4/1/2022 19:18
LECVN023470367033,CN48496,"No.1,Sitong West Rd,Yixi Industrial Park Yiwu City CN",LECCNYW,3/28/2022 2:42,3/28/2022 20:10
LECVN023127652033,CN39822,"2nd Floor, No. 20 Of Qingkou Xincun Yiwu City CN",LECCNYW,3/27/2022 20:56,3/29/2022 2:22
LECVN024752290983,CN15519,"5D Xinghua Bldg, Huali Garden, Huali Rd, GD",LECCNSZ,3/25/2022 16:30,3/28/2022 16:24
LECVN029750017763,CN39822,"2nd Floor, No. 20 Of Qingkou Xincun Yiwu City CN",LECCNYW,3/25/2022 9:02,3/29/2022 2:42
LECVN020223184283,CN32990,"4th F, No. 18 Building, No. 7 Section, Xingzhong District Yiwu City CN",LECCNYW,3/27/2022 3:19,3/30/2022 10:15
LECVN029577321603,CN98923,"2/F,Gongren Nor.rd. yiwu city",LECCNYW,3/30/2022 14:02,4/1/2022 2:59
LECVN020408303364,CN14209,"Room823, 8/F, Jiejia Plaza, No.3037, Shennanzhong Rd",LECCNSZ,3/28/2022 19:32,3/29/2022 9:26
LECVN027924339943,CN96121,"Room 201,Unit 2,7# Building,Qiancheng Area,Yiwu City yiwu city CN",LECCNYW,3/27/2022 15:00,3/28/2022 21:05
LECVN024789046103,CN14209,"Room823, 8/F, Jiejia Plaza, No.3037, Shennanzhong Rd",LECCNSZ,3/30/2022 15:42,3/30/2022 17:43
LECVN022450604654,CN41627,"201, No.12, Building No.18, XingZhong Area YiWu City CN",LECCNYW,3/27/2022 0:55,3/29/2022 3:01
LECVN025864878523,CN15519,"5D Xinghua Bldg, Huali Garden, Huali Rd, GD",LECCNSZ,3/28/2022 8:03,3/30/2022 16:17
LECVN020530500223,CN25990,P.O.BOX 26-1-201 BEIYUANLINGYUNYIQU YIWU CITY yiwu city CN,LECCNYW,3/27/2022 18:06,3/30/2022 10:58
LECVN020638390563,CN25990,P.O.BOX 26-1-201 BEIYUANLINGYUNYIQU YIWU CITY yiwu city CN,LECCNYW,3/28/2022 21:13,3/29/2022 3:08
LECVN025561951293,CN08069,"Room 23D, Buliding B, Jing Xiu Da Xia Wen Jing Zhong Road, Luo Hu District, Shenzhen Guangdong, 518000",LECCNSZ,3/29/2022 6:21,3/31/2022 14:32
LECVN020526110033,CN01970,"RM 204, First Bldg, Tap Water Garden, Tianjinghu, #35 Huangbei Rd, Luohu Dist, P.R. China,",LECCNSZ,3/29/2022 7:31,3/31/2022 15:29
LECVN020680705303,CN95381,"No. 52 Xingyun Road, Jinsanjiao Industrial Zone, Yiwu City CN",LECCNYW,3/26/2022 15:15,3/29/2022 17:12
LECVN024944914523,CN85292,"4F, Market Rd.3-7,Yiwu,Zhejiang",LECCNYW,3/28/2022 18:51,4/1/2022 0:44
LECVN026583020254,CN25266,"2 floor,No 1 Building 1,Zhoucun district,Beiyuan street,Yiwu,China Yiwu city CN",LECCNYW,3/27/2022 17:02,3/29/2022 17:12
LECVN021146507794,CN94806,"No.11,Mucheng Village, Suxi Town, Yiwu City",LECCNYW,3/28/2022 8:38,3/30/2022 10:09
