Order ID,Customer ID,HubVN ID,Plan_HubVN_Receiving Time,HubVN_Receiving Time,Plan_HubVN_Pickup Time,HubVN_Pickup Time
LECVN029326089213,VN9559567,LECVNLB,4/2/2022 12:12,4/2/2022 12:18,4/2/2022 14:12,4/2/2022 14:39
LECVN022477438193,VN5213697,LECVNLB,4/1/2022 6:33,4/2/2022 6:53,4/1/2022 8:33,4/2/2022 9:39
LECVN027375221673,VN5926827,LECVNLB,3/31/2022 12:04,4/4/2022 6:39,3/31/2022 14:04,4/4/2022 8:06
LECVN028469888923,VN2141391,LECVNLB,3/31/2022 12:29,4/1/2022 6:32,3/31/2022 14:29,4/1/2022 8:08
LECVN022944636293,VN9099589,LECVNLB,3/31/2022 6:14,4/1/2022 6:18,3/31/2022 8:14,4/1/2022 7:36
LECVN027591595874,VN68886,LECVNTL,4/3/2022 12:37,4/4/2022 6:59,4/3/2022 14:37,4/4/2022 9:27
LECVN029717938743,VN8976925,LECVNTL,3/31/2022 6:55,4/1/2022 6:38,3/31/2022 8:55,4/1/2022 8:00
LECVN025953678373,VN6442257,LECVNLB,4/2/2022 12:11,4/3/2022 12:52,4/2/2022 14:11,4/3/2022 15:22
LECVN021592954153,VN3392242,LECVNTL,4/3/2022 12:26,4/6/2022 6:10,4/3/2022 14:26,4/6/2022 8:31
LECVN024310454453,VN5375272,LECVNHĐ,3/31/2022 6:39,4/5/2022 6:41,3/31/2022 8:39,4/5/2022 8:06
LECVN023304202233,VN2738529,LECVNLB,4/2/2022 12:27,4/3/2022 6:33,4/2/2022 14:27,4/3/2022 9:23
LECVN021200651033,VN7544958,LECVNLB,4/1/2022 12:29,4/2/2022 6:16,4/1/2022 14:29,4/2/2022 8:27
LECVN022574295644,VN80191,LECVNLB,4/2/2022 12:44,4/3/2022 12:48,4/2/2022 14:44,4/3/2022 15:10
LECVN029347401083,VN4001288,LECVNLB,3/31/2022 6:17,4/1/2022 6:13,3/31/2022 8:17,4/1/2022 7:55
LECVN028834907963,VN8259420,LECVNLB,4/2/2022 12:39,4/3/2022 12:30,4/2/2022 14:39,4/3/2022 15:42
LECVN021900024673,VN5932262,LECVNLB,4/3/2022 6:31,4/3/2022 12:19,4/3/2022 8:31,4/3/2022 14:52
LECVN026670616303,VN3165732,LECVNLB,4/1/2022 6:16,4/1/2022 12:22,4/1/2022 8:16,4/1/2022 17:46
LECVN024395620653,VN8130596,LECVNLB,4/3/2022 12:58,4/3/2022 12:04,4/3/2022 14:58,4/3/2022 14:46
LECVN024191008084,VN6925457,LECVNTL,4/1/2022 12:27,4/2/2022 6:06,4/1/2022 14:27,4/2/2022 8:26
LECVN023063406364,VN1803565,LECVNLB,4/2/2022 12:03,4/3/2022 6:40,4/2/2022 14:03,4/3/2022 9:46
LECVN029991609573,VN8906907,LECVNLB,4/2/2022 6:11,4/2/2022 12:11,4/2/2022 8:11,4/2/2022 14:53
LECVN021828689993,VN4169619,LECVNTL,4/2/2022 12:42,4/3/2022 6:39,4/2/2022 14:42,4/3/2022 9:42
LECVN029422370944,VN4903903,LECVNHĐ,4/3/2022 12:46,4/4/2022 12:12,4/3/2022 14:46,4/4/2022 15:16
LECVN028308624963,VN7653818,LECVNLB,4/4/2022 6:42,4/4/2022 12:06,4/4/2022 8:42,4/4/2022 15:06
LECVN026012102863,VN20354,LECVNLB,4/4/2022 6:38,4/4/2022 12:39,4/4/2022 8:38,4/4/2022 15:37
LECVN028505568623,VN6230414,LECVNLB,4/1/2022 12:08,4/2/2022 6:38,4/1/2022 14:08,4/2/2022 9:24
LECVN028379673073,VN3769257,LECVNLB,4/3/2022 12:25,4/3/2022 12:54,4/3/2022 14:25,4/3/2022 16:03
LECVN022337528013,VN9649601,LECVNTL,4/3/2022 12:08,4/4/2022 12:20,4/3/2022 14:08,4/4/2022 15:15
LECVN024873497423,VN8394672,LECVNTL,4/1/2022 6:02,4/1/2022 12:10,4/1/2022 8:02,4/1/2022 14:40
LECVN025212667873,VN3916130,LECVNTL,4/1/2022 12:29,4/2/2022 6:56,4/1/2022 14:29,4/2/2022 9:06
LECVN024054375603,VN6269834,LECVNLB,4/3/2022 12:37,4/6/2022 6:03,4/3/2022 14:37,4/6/2022 8:33
LECVN027827378703,VN6237535,LECVNLB,4/1/2022 6:47,4/1/2022 12:25,4/1/2022 8:47,4/1/2022 14:50
LECVN028227026453,VN7187886,LECVNLB,4/2/2022 12:58,4/3/2022 6:12,4/2/2022 14:58,4/3/2022 8:30
LECVN028904580553,VN4232660,LECVNLB,4/3/2022 12:41,4/4/2022 12:52,4/3/2022 14:41,4/4/2022 15:39
LECVN021933406823,VN5366336,LECVNLB,4/3/2022 12:48,4/4/2022 12:16,4/3/2022 14:48,4/4/2022 14:46
LECVN023961076143,VN6230414,LECVNLB,4/2/2022 12:34,4/3/2022 12:16,4/2/2022 14:34,4/3/2022 14:55
LECVN020048439883,VN7079223,LECVNHĐ,4/3/2022 6:46,4/3/2022 12:08,4/3/2022 8:46,4/3/2022 14:46
LECVN020986392393,VN8353325,LECVNLB,4/3/2022 6:18,4/4/2022 6:01,4/3/2022 8:18,4/4/2022 9:07
LECVN028665190724,VN1597806,LECVNLB,4/3/2022 12:33,4/4/2022 6:11,4/3/2022 14:33,4/4/2022 9:16
LECVN023345206463,VN6379029,LECVNLB,4/1/2022 6:03,4/2/2022 6:12,4/1/2022 8:03,4/2/2022 8:58
LECVN027871251393,VN6482969,LECVNTL,4/2/2022 12:22,4/3/2022 6:50,4/2/2022 14:22,4/3/2022 9:51
LECVN021436259003,VN7021252,LECVNTL,4/3/2022 12:14,4/4/2022 6:27,4/3/2022 14:14,4/4/2022 9:26
LECVN020373902123,VN7881636,LECVNLB,4/2/2022 12:14,4/3/2022 12:40,4/2/2022 14:14,4/3/2022 15:45
LECVN020338350413,VN98779,LECVNLB,3/31/2022 12:23,4/1/2022 12:42,3/31/2022 14:23,4/1/2022 13:37
LECVN028592616603,VN3642536,LECVNHĐ,4/3/2022 6:35,4/3/2022 12:40,4/3/2022 8:35,4/3/2022 15:45
LECVN023960063244,VN5575159,LECVNLB,4/2/2022 6:50,4/2/2022 12:38,4/2/2022 8:50,4/2/2022 15:21
LECVN020902082143,VN8250952,LECVNHĐ,4/2/2022 12:11,4/3/2022 12:29,4/2/2022 14:11,4/3/2022 15:32
LECVN020283767203,VN4931084,LECVNTL,4/1/2022 6:09,4/2/2022 6:50,4/1/2022 8:09,4/2/2022 9:06
LECVN020362065464,VN6740259,LECVNLB,4/3/2022 12:02,4/4/2022 6:20,4/3/2022 14:02,4/4/2022 9:18
LECVN023020453073,VN5448366,LECVNLB,4/4/2022 6:20,4/4/2022 12:06,4/4/2022 8:20,4/4/2022 14:36
LECVN025057181433,VN7776999,LECVNLB,4/1/2022 6:07,4/1/2022 12:19,4/1/2022 8:07,4/1/2022 15:27
LECVN023186704913,VN4839872,LECVNLB,4/2/2022 6:46,4/3/2022 6:51,4/2/2022 8:46,4/3/2022 9:24
LECVN028679164614,VN4317481,LECVNLB,4/2/2022 12:14,4/3/2022 6:57,4/2/2022 14:14,4/3/2022 9:31
LECVN022974635684,VN6999428,LECVNLB,4/3/2022 12:57,4/4/2022 6:08,4/3/2022 14:57,4/4/2022 9:16
LECVN022494993633,VN5957328,LECVNLB,4/2/2022 6:48,4/3/2022 6:20,4/2/2022 8:48,4/3/2022 8:38
LECVN022175487083,VN5395694,LECVNLB,4/1/2022 6:42,4/1/2022 12:34,4/1/2022 8:42,4/1/2022 15:23
LECVN024476919754,VN9943889,LECVNLB,4/2/2022 6:33,4/2/2022 12:57,4/2/2022 8:33,4/2/2022 15:37
LECVN025677896083,VN7920287,LECVNLB,4/2/2022 6:35,4/2/2022 12:49,4/2/2022 8:35,4/2/2022 15:29
LECVN022038321913,VN31792,LECVNLB,4/3/2022 12:59,4/4/2022 12:29,4/3/2022 14:59,4/4/2022 15:01
LECVN029268393343,VN8947266,LECVNLB,4/1/2022 12:31,4/2/2022 12:20,4/1/2022 14:31,4/2/2022 14:39
LECVN022868166084,VN8782533,LECVNHĐ,4/2/2022 12:55,4/2/2022 12:20,4/2/2022 14:55,4/2/2022 14:40
LECVN025688824243,VN2144140,LECVNHĐ,4/3/2022 12:04,4/4/2022 12:09,4/3/2022 14:04,4/4/2022 14:46
LECVN029952477264,VN5421260,LECVNTL,4/3/2022 6:11,4/4/2022 6:18,4/3/2022 8:11,4/4/2022 8:49
LECVN022079327103,VN3947483,LECVNLB,4/1/2022 6:29,4/1/2022 12:45,4/1/2022 8:29,4/1/2022 13:50
LECVN023847395143,VN9298809,LECVNLB,4/1/2022 6:24,4/2/2022 6:41,4/1/2022 8:24,4/2/2022 8:50
LECVN023532380374,VN8714831,LECVNHĐ,4/2/2022 12:31,4/3/2022 6:27,4/2/2022 14:31,4/3/2022 9:17
LECVN021434917733,VN20912,LECVNLB,4/2/2022 6:02,4/2/2022 12:53,4/2/2022 8:02,4/2/2022 15:35
LECVN029826275763,VN25804,LECVNTL,4/1/2022 6:05,4/2/2022 6:53,4/1/2022 8:05,4/2/2022 8:53
LECVN022525457174,VN9289996,LECVNTL,4/1/2022 6:11,4/2/2022 6:46,4/1/2022 8:11,4/2/2022 9:06
LECVN021087817454,VN7341142,LECVNLB,4/2/2022 6:04,4/2/2022 12:19,4/2/2022 8:04,4/2/2022 14:35
LECVN020673133303,VN6279890,LECVNLB,4/1/2022 6:28,4/2/2022 6:55,4/1/2022 8:28,4/2/2022 9:41
LECVN026959472313,VN7418512,LECVNTL,4/2/2022 6:38,4/2/2022 12:38,4/2/2022 8:38,4/2/2022 15:04
LECVN029148631923,VN3324578,LECVNHĐ,4/4/2022 6:49,4/4/2022 12:34,4/4/2022 8:49,4/4/2022 15:32
LECVN025875942313,VN2465336,LECVNHĐ,3/31/2022 12:20,4/1/2022 6:31,3/31/2022 14:20,4/1/2022 8:58
LECVN028990037173,VN2284798,LECVNLB,4/2/2022 6:46,4/2/2022 12:07,4/2/2022 8:46,4/2/2022 14:27
LECVN029736415904,VN8972522,LECVNLB,4/4/2022 6:32,4/4/2022 12:51,4/4/2022 8:32,4/4/2022 15:44
LECVN023105688524,VN66122,LECVNLB,4/2/2022 6:28,4/3/2022 6:10,4/2/2022 8:28,4/3/2022 9:04
LECVN025361246663,VN9233638,LECVNHĐ,3/31/2022 6:03,4/1/2022 6:21,3/31/2022 8:03,4/1/2022 9:16
LECVN027404596273,VN9672838,LECVNLB,4/3/2022 12:17,4/3/2022 12:23,4/3/2022 14:17,4/3/2022 15:05
LECVN024746913483,VN5513435,LECVNLB,4/2/2022 6:26,4/5/2022 6:16,4/2/2022 8:26,4/5/2022 8:35
LECVN029348532493,VN6652928,LECVNLB,4/1/2022 12:49,4/2/2022 6:08,4/1/2022 14:49,4/2/2022 8:08
LECVN028789991384,VN3615916,LECVNTL,4/2/2022 6:42,4/3/2022 6:31,4/2/2022 8:42,4/3/2022 8:47
LECVN020763498434,VN4087853,LECVNLB,3/31/2022 12:20,4/1/2022 6:41,3/31/2022 14:20,4/1/2022 8:13
LECVN020345411873,VN4441798,LECVNHĐ,4/1/2022 12:35,4/2/2022 12:10,4/1/2022 14:35,4/2/2022 13:59
LECVN020827562443,VN1305678,LECVNTL,3/31/2022 6:45,4/1/2022 6:15,3/31/2022 8:45,4/1/2022 8:19
LECVN027700703173,VN9723003,LECVNLB,4/1/2022 12:33,4/1/2022 12:18,4/1/2022 14:33,4/1/2022 14:49
LECVN020206571914,VN2065906,LECVNLB,3/31/2022 12:40,4/1/2022 6:51,3/31/2022 14:40,4/1/2022 9:10
LECVN027979322833,VN8045280,LECVNLB,4/2/2022 12:52,4/3/2022 12:12,4/2/2022 14:52,4/3/2022 14:55
LECVN022184416984,VN7634886,LECVNLB,3/31/2022 6:25,4/4/2022 6:31,3/31/2022 8:25,4/4/2022 8:18
LECVN022160108144,VN8366766,LECVNHĐ,4/2/2022 12:30,4/3/2022 6:42,4/2/2022 14:30,4/3/2022 9:09
LECVN028897937153,VN6175897,LECVNLB,4/2/2022 12:58,4/3/2022 12:46,4/2/2022 14:58,4/3/2022 15:11
LECVN024677125113,VN7540488,LECVNLB,4/1/2022 12:02,4/1/2022 12:10,4/1/2022 14:02,4/1/2022 14:47
LECVN024579248153,VN7837784,LECVNHĐ,4/2/2022 12:08,4/5/2022 6:49,4/2/2022 14:08,4/5/2022 9:51
LECVN025209103124,VN4726140,LECVNLB,4/4/2022 6:27,4/4/2022 12:38,4/4/2022 8:27,4/4/2022 15:35
LECVN028244860933,VN4176477,LECVNTL,4/2/2022 12:37,4/2/2022 12:00,4/2/2022 14:37,4/2/2022 14:29
LECVN025095643993,VN28625,LECVNTL,4/1/2022 6:29,4/1/2022 12:32,4/1/2022 8:29,4/1/2022 15:29
LECVN026538299344,VN5573038,LECVNTL,4/2/2022 12:42,4/7/2022 6:14,4/2/2022 14:42,4/7/2022 9:14
LECVN028308216453,VN9343616,LECVNTL,4/3/2022 12:10,4/4/2022 12:38,4/3/2022 14:10,4/4/2022 15:39
LECVN022387211843,VN4321433,LECVNLB,4/4/2022 12:29,4/4/2022 12:06,4/4/2022 14:29,4/4/2022 15:10
LECVN027816629384,VN3099865,LECVNHĐ,4/4/2022 6:55,4/4/2022 12:25,4/4/2022 8:55,4/4/2022 14:57
LECVN028686639963,VN15751,LECVNLB,3/31/2022 12:07,4/1/2022 6:17,3/31/2022 14:07,4/1/2022 8:16
LECVN027736401123,VN8026062,LECVNLB,3/31/2022 6:46,4/3/2022 6:17,3/31/2022 8:46,4/3/2022 9:27
LECVN024220225883,VN8980695,LECVNLB,4/1/2022 6:35,4/1/2022 12:24,4/1/2022 8:35,4/1/2022 14:59
LECVN028846264034,VN8242139,LECVNHĐ,3/31/2022 12:05,4/1/2022 6:54,3/31/2022 14:05,4/1/2022 8:24
LECVN022113867234,VN5606228,LECVNLB,4/1/2022 12:06,4/2/2022 6:28,4/1/2022 14:06,4/2/2022 9:14
LECVN022449072064,VN8291786,LECVNLB,3/31/2022 12:34,4/1/2022 12:16,3/31/2022 14:34,4/1/2022 13:06
LECVN024428746483,VN6739908,LECVNLB,4/3/2022 6:31,4/4/2022 6:47,4/3/2022 8:31,4/4/2022 9:48
LECVN027573478533,VN7632385,LECVNLB,4/1/2022 6:11,4/2/2022 6:32,4/1/2022 8:11,4/2/2022 8:32
LECVN022508077983,VN9923998,LECVNLB,4/2/2022 12:03,4/3/2022 12:07,4/2/2022 14:03,4/3/2022 14:50
LECVN025292811714,VN9973516,LECVNTL,4/2/2022 12:35,4/3/2022 12:57,4/2/2022 14:35,4/3/2022 15:27
LECVN021633795633,VN1166018,LECVNLB,4/2/2022 12:10,4/3/2022 12:01,4/2/2022 14:10,4/3/2022 14:36
LECVN022528463594,VN9977016,LECVNLB,3/31/2022 6:43,4/1/2022 6:02,3/31/2022 8:43,4/1/2022 7:55
LECVN023605254853,VN6714414,LECVNLB,4/1/2022 12:35,4/2/2022 6:46,4/1/2022 14:35,4/2/2022 9:32
LECVN021768222283,VN3577108,LECVNLB,4/1/2022 12:46,4/2/2022 6:16,4/1/2022 14:46,4/2/2022 8:24
LECVN024619749293,VN5399981,LECVNLB,4/1/2022 6:03,4/2/2022 6:15,4/1/2022 8:03,4/2/2022 7:56
LECVN029668660003,VN9559567,LECVNLB,4/2/2022 12:29,4/3/2022 6:38,4/2/2022 14:29,4/3/2022 9:38
LECVN028063925433,VN9239205,LECVNLB,4/2/2022 12:06,4/2/2022 12:42,4/2/2022 14:06,4/2/2022 15:19
LECVN027044865073,VN5855392,LECVNLB,3/31/2022 12:40,4/1/2022 6:01,3/31/2022 14:40,4/1/2022 8:14
LECVN029719683003,VN6722394,LECVNTL,4/3/2022 12:14,4/4/2022 12:45,4/3/2022 14:14,4/4/2022 15:33
LECVN026502574513,VN6207978,LECVNHĐ,4/3/2022 12:12,4/4/2022 12:18,4/3/2022 14:12,4/4/2022 15:17
LECVN024585515683,VN9621523,LECVNLB,3/31/2022 6:07,4/1/2022 6:40,3/31/2022 8:07,4/1/2022 7:55
LECVN023401108843,VN8130596,LECVNLB,4/1/2022 12:33,4/2/2022 6:40,4/1/2022 14:33,4/2/2022 9:26
LECVN021698003243,VN5140987,LECVNLB,4/2/2022 12:25,4/3/2022 12:02,4/2/2022 14:25,4/3/2022 14:39
LECVN026173905443,VN8600414,LECVNLB,4/2/2022 12:23,4/3/2022 6:00,4/2/2022 14:23,4/3/2022 8:17
LECVN024281878063,VN5941998,LECVNTL,4/1/2022 6:37,4/1/2022 12:33,4/1/2022 8:37,4/1/2022 13:37
LECVN028377410163,VN4984058,LECVNLB,4/2/2022 12:02,4/2/2022 12:38,4/2/2022 14:02,4/2/2022 15:21
LECVN027369986143,VN9250145,LECVNTL,4/4/2022 12:58,4/4/2022 12:44,4/4/2022 14:58,4/4/2022 15:02
LECVN024297370413,VN2786566,LECVNLB,4/3/2022 6:52,4/4/2022 6:25,4/3/2022 8:52,4/4/2022 9:24
LECVN028489121243,VN9643740,LECVNLB,4/2/2022 12:09,4/3/2022 12:09,4/2/2022 14:09,4/3/2022 14:49
LECVN026427761603,VN6200822,LECVNLB,4/3/2022 12:31,4/6/2022 6:35,4/3/2022 14:31,4/6/2022 9:32
LECVN022504785673,VN6416489,LECVNTL,4/1/2022 6:40,4/2/2022 6:52,4/1/2022 8:40,4/2/2022 8:23
LECVN028824915054,VN7844725,LECVNLB,4/3/2022 6:00,4/7/2022 6:51,4/3/2022 8:00,4/7/2022 9:26
LECVN020166249974,VN6458999,LECVNLB,3/31/2022 6:00,4/4/2022 6:46,3/31/2022 8:00,4/4/2022 9:30
LECVN023349083284,VN7381962,LECVNHĐ,4/2/2022 6:44,4/2/2022 12:48,4/2/2022 8:44,4/2/2022 15:09
LECVN023207327523,VN39762,LECVNLB,4/1/2022 6:50,4/2/2022 6:38,4/1/2022 8:50,4/2/2022 8:38
LECVN022098339173,VN2555552,LECVNLB,4/2/2022 12:27,4/3/2022 6:33,4/2/2022 14:27,4/3/2022 8:51
LECVN027413396564,VN4100319,LECVNHĐ,4/3/2022 6:45,4/4/2022 6:33,4/3/2022 8:45,4/4/2022 9:35
LECVN020913758833,VN4381308,LECVNTL,4/1/2022 12:11,4/1/2022 12:19,4/1/2022 14:11,4/1/2022 14:47
LECVN024754178913,VN5636275,LECVNLB,4/2/2022 12:15,4/3/2022 6:25,4/2/2022 14:15,4/3/2022 9:11
LECVN023783920833,VN9921112,LECVNTL,4/4/2022 12:32,4/4/2022 12:19,4/4/2022 14:32,4/4/2022 15:14
LECVN022616581214,VN1502874,LECVNLB,4/2/2022 6:18,4/3/2022 6:37,4/2/2022 8:18,4/3/2022 9:07
LECVN028200238883,VN2284798,LECVNLB,4/2/2022 12:30,4/2/2022 12:28,4/2/2022 14:30,4/2/2022 14:31
LECVN025452317814,VN7288115,LECVNLB,4/2/2022 12:31,4/2/2022 12:20,4/2/2022 14:31,4/2/2022 15:01
LECVN022783511663,VN2667712,LECVNLB,4/2/2022 6:22,4/3/2022 6:17,4/2/2022 8:22,4/3/2022 9:12
LECVN026055529383,VN1653024,LECVNLB,3/31/2022 12:19,4/1/2022 6:15,3/31/2022 14:19,4/1/2022 8:46
LECVN024506625434,VN3512615,LECVNTL,3/31/2022 12:11,4/4/2022 6:17,3/31/2022 14:11,4/4/2022 8:56
LECVN022820579574,VN9921112,LECVNLB,4/4/2022 12:58,4/4/2022 12:41,4/4/2022 14:58,4/4/2022 15:15
LECVN027424796473,VN5940578,LECVNTL,3/31/2022 6:35,4/1/2022 6:05,3/31/2022 8:35,4/1/2022 7:55
LECVN025585517913,VN5620544,LECVNLB,4/1/2022 12:14,4/2/2022 6:06,4/1/2022 14:14,4/2/2022 8:16
LECVN020908117814,VN6980975,LECVNLB,4/1/2022 6:25,4/2/2022 6:16,4/1/2022 8:25,4/2/2022 8:16
LECVN029892472133,VN7537124,LECVNLB,4/2/2022 12:59,4/3/2022 6:56,4/2/2022 14:59,4/3/2022 9:23
LECVN020355399763,VN7710953,LECVNLB,4/1/2022 12:10,4/2/2022 6:02,4/1/2022 14:10,4/2/2022 8:08
LECVN024695756484,VN4364382,LECVNLB,4/4/2022 6:33,4/4/2022 12:23,4/4/2022 8:33,4/4/2022 14:49
LECVN023226238043,VN8865836,LECVNHĐ,4/2/2022 12:27,4/3/2022 12:51,4/2/2022 14:27,4/3/2022 15:16
LECVN021124907474,VN5278037,LECVNLB,4/2/2022 6:30,4/3/2022 6:02,4/2/2022 8:30,4/3/2022 8:09
LECVN021506043373,VN3341399,LECVNLB,3/31/2022 12:03,4/1/2022 12:56,3/31/2022 14:03,4/1/2022 15:27
LECVN023858603583,VN9900675,LECVNLB,4/2/2022 6:46,4/2/2022 12:55,4/2/2022 8:46,4/2/2022 15:36
LECVN026972801333,VN8873526,LECVNLB,4/3/2022 6:23,4/6/2022 6:15,4/3/2022 8:23,4/6/2022 9:08
LECVN020344767353,VN2830014,LECVNLB,4/2/2022 6:59,4/3/2022 6:31,4/2/2022 8:59,4/3/2022 9:16
LECVN021667366223,VN5293050,LECVNLB,4/1/2022 6:40,4/1/2022 12:52,4/1/2022 8:40,4/1/2022 15:26
LECVN025985343983,VN8617730,LECVNTL,4/3/2022 12:43,4/4/2022 12:18,4/3/2022 14:43,4/4/2022 15:13
LECVN022086321834,VN8228057,LECVNTL,4/3/2022 12:28,4/3/2022 12:13,4/3/2022 14:28,4/3/2022 14:55
LECVN024925056793,VN7835746,LECVNLB,4/2/2022 6:10,4/3/2022 6:36,4/2/2022 8:10,4/3/2022 9:16
LECVN029683142023,VN32859,LECVNLB,4/4/2022 6:44,4/4/2022 12:01,4/4/2022 8:44,4/4/2022 14:31
LECVN025908833503,VN2109427,LECVNLB,4/2/2022 12:48,4/3/2022 12:16,4/2/2022 14:48,4/3/2022 14:52
LECVN026767066803,VN3769257,LECVNTL,4/3/2022 12:42,4/3/2022 12:18,4/3/2022 14:42,4/3/2022 14:53
LECVN022705740243,VN5375272,LECVNHĐ,4/2/2022 12:02,4/3/2022 12:29,4/2/2022 14:02,4/3/2022 14:52
LECVN023628628963,VN3989128,LECVNTL,4/4/2022 12:21,4/4/2022 12:40,4/4/2022 14:21,4/4/2022 15:37
LECVN023062818183,VN4100319,LECVNLB,3/31/2022 12:14,4/1/2022 6:56,3/31/2022 14:14,4/1/2022 7:55
LECVN024824615604,VN6226876,LECVNHĐ,4/2/2022 6:33,4/2/2022 12:22,4/2/2022 8:33,4/2/2022 14:41
LECVN023118973543,VN4766199,LECVNHĐ,4/4/2022 12:45,4/4/2022 12:02,4/4/2022 14:45,4/4/2022 14:32
LECVN026361211923,VN4168463,LECVNHĐ,4/4/2022 6:24,4/4/2022 12:19,4/4/2022 8:24,4/4/2022 14:56
LECVN022596217503,VN2952157,LECVNLB,3/31/2022 12:19,4/1/2022 6:26,3/31/2022 14:19,4/1/2022 8:56
LECVN020763873743,VN9004315,LECVNLB,4/2/2022 12:15,4/3/2022 12:09,4/2/2022 14:15,4/3/2022 14:46
LECVN023609873144,VN2057959,LECVNHĐ,3/31/2022 12:42,4/1/2022 12:45,3/31/2022 14:42,4/1/2022 13:49
LECVN027323981643,VN8359638,LECVNHĐ,4/2/2022 12:36,4/3/2022 6:17,4/2/2022 14:36,4/3/2022 9:15
LECVN026172392024,VN5852321,LECVNHĐ,4/1/2022 6:27,4/2/2022 6:01,4/1/2022 8:27,4/2/2022 7:54
LECVN021951817584,VN4456326,LECVNLB,4/4/2022 12:52,4/4/2022 12:19,4/4/2022 14:52,4/4/2022 14:51
LECVN022979127423,VN8981254,LECVNLB,3/31/2022 12:11,4/1/2022 12:24,3/31/2022 14:11,4/1/2022 13:36
LECVN028905320783,VN8902674,LECVNLB,4/2/2022 12:06,4/7/2022 6:02,4/2/2022 14:06,4/7/2022 8:21
LECVN022680006633,VN2556941,LECVNLB,4/2/2022 12:36,4/3/2022 12:25,4/2/2022 14:36,4/3/2022 15:32
LECVN028990400213,VN6909852,LECVNLB,4/4/2022 6:01,4/4/2022 12:14,4/4/2022 8:01,4/4/2022 15:12
LECVN022125952364,VN7634133,LECVNLB,4/2/2022 12:00,4/7/2022 6:24,4/2/2022 14:00,4/7/2022 8:43
LECVN024395298104,VN34785,LECVNTL,4/1/2022 6:47,4/2/2022 6:46,4/1/2022 8:47,4/2/2022 9:03
LECVN023850502063,VN4678679,LECVNLB,4/1/2022 6:13,4/2/2022 6:23,4/1/2022 8:13,4/2/2022 8:30
LECVN020869810144,VN9598087,LECVNLB,4/1/2022 6:40,4/1/2022 12:43,4/1/2022 8:40,4/1/2022 15:25
LECVN025822187383,VN1209619,LECVNHĐ,3/31/2022 6:56,4/1/2022 6:02,3/31/2022 8:56,4/1/2022 7:47
LECVN024869861644,VN9769272,LECVNLB,3/31/2022 6:13,4/1/2022 6:59,3/31/2022 8:13,4/1/2022 8:59
LECVN020487598553,VN1965821,LECVNTL,4/3/2022 12:09,4/4/2022 12:29,4/3/2022 14:09,4/4/2022 15:33
LECVN023882006533,VN4335132,LECVNTL,4/4/2022 12:26,4/4/2022 12:10,4/4/2022 14:26,4/4/2022 14:44
LECVN020162368283,VN9004315,LECVNLB,4/1/2022 6:05,4/2/2022 6:56,4/1/2022 8:05,4/2/2022 9:42
LECVN023852716373,VN2181761,LECVNTL,4/1/2022 12:26,4/1/2022 12:32,4/1/2022 14:26,4/1/2022 14:56
LECVN029110879853,VN5651725,LECVNTL,4/1/2022 6:02,4/1/2022 12:01,4/1/2022 8:02,4/1/2022 13:10
LECVN021187945443,VN2792999,LECVNLB,4/2/2022 6:59,4/6/2022 6:28,4/2/2022 8:59,4/6/2022 9:21
LECVN022008189023,VN6446657,LECVNLB,4/3/2022 6:44,4/4/2022 6:01,4/3/2022 8:44,4/4/2022 9:08
LECVN023220398894,VN9189267,LECVNLB,4/3/2022 12:54,4/3/2022 12:30,4/3/2022 14:54,4/3/2022 14:51
LECVN021269811093,VN5959341,LECVNHĐ,3/31/2022 12:16,4/1/2022 12:37,3/31/2022 14:16,4/1/2022 14:52
LECVN023393567734,VN6324835,LECVNHĐ,4/2/2022 12:49,4/3/2022 12:26,4/2/2022 14:49,4/3/2022 15:35
LECVN026702968194,VN9465038,LECVNTL,4/2/2022 6:11,4/2/2022 12:32,4/2/2022 8:11,4/2/2022 14:56
LECVN027883530003,VN73116,LECVNLB,3/31/2022 12:41,4/1/2022 6:28,3/31/2022 14:41,4/1/2022 8:24
LECVN021712025483,VN9437873,LECVNLB,4/2/2022 6:01,4/2/2022 12:24,4/2/2022 8:01,4/2/2022 15:03
LECVN024116994983,VN8275581,LECVNLB,4/1/2022 6:19,4/1/2022 12:37,4/1/2022 8:19,4/1/2022 13:34
LECVN028264607564,VN3447573,LECVNLB,3/31/2022 12:49,4/1/2022 6:49,3/31/2022 14:49,4/1/2022 9:23
LECVN022875113783,VN16559,LECVNTL,4/4/2022 6:43,4/4/2022 12:45,4/4/2022 8:43,4/4/2022 15:35
LECVN022187878143,VN8307961,LECVNLB,4/3/2022 12:26,4/4/2022 12:12,4/3/2022 14:26,4/4/2022 15:16
LECVN025826926763,VN32846,LECVNTL,3/31/2022 12:44,4/1/2022 12:49,3/31/2022 14:44,4/1/2022 13:59
LECVN024299102583,VN7791529,LECVNLB,4/1/2022 6:25,4/2/2022 6:01,4/1/2022 8:25,4/2/2022 8:47
LECVN029433155803,VN3032656,LECVNLB,4/2/2022 12:58,4/3/2022 6:58,4/2/2022 14:58,4/3/2022 9:21
LECVN025887367824,VN4568179,LECVNHĐ,4/3/2022 12:51,4/4/2022 12:21,4/3/2022 14:51,4/4/2022 14:54
LECVN026472198993,VN3403772,LECVNHĐ,4/2/2022 12:49,4/3/2022 6:24,4/2/2022 14:49,4/3/2022 9:15
