Order ID,Vendor ID,HubCN ID,Plan _HubCN_Receiving Time,HubCN_Receiving Time,Plan_HubCN_Pickup Time,HubCN_Pickup Time
LECVN028469888923,CN96121,LECCNYW,3/28/2022 9:18,3/26/2022 23:23,3/28/2022 12:21,3/27/2022 6:24
LECVN022944636293,CN96121,LECCNYW,3/27/2022 15:58,3/26/2022 22:05,3/27/2022 18:05,3/27/2022 6:10
LECVN027591595874,CN96121,LECCNYW,3/30/2022 21:01,3/29/2022 22:51,3/31/2022 0:35,3/30/2022 6:53
LECVN029717938743,CN08069,LECCNSZ,3/27/2022 15:38,3/28/2022 19:59,3/27/2022 18:47,3/29/2022 6:36
LECVN025953678373,CN32990,LECCNYW,3/31/2022 8:03,3/30/2022 17:40,3/31/2022 12:06,3/31/2022 0:44
LECVN024796537283,CN39062,LECCNYW,3/30/2022 10:21,3/30/2022 19:35,3/30/2022 12:29,4/1/2022 6:42
LECVN021592954153,CN93476,LECCNYW,3/30/2022 20:39,4/1/2022 22:01,3/31/2022 0:17,4/2/2022 6:02
LECVN024310454453,CN32990,LECCNYW,3/27/2022 14:52,3/28/2022 23:31,3/27/2022 18:31,3/29/2022 6:36
LECVN023304202233,CN32990,LECCNYW,3/31/2022 19:10,3/29/2022 19:24,4/1/2022 0:18,3/30/2022 6:26
LECVN021200651033,CN80546,LECCNYW,3/30/2022 20:14,3/29/2022 19:50,3/31/2022 0:21,3/30/2022 6:08
LECVN022574295644,CN00328,LECCNSZ,3/31/2022 8:39,4/1/2022 6:09,3/31/2022 12:43,4/1/2022 16:44
LECVN029347401083,CN93476,LECCNYW,3/29/2022 15:10,3/26/2022 23:09,3/29/2022 18:11,3/27/2022 6:10
LECVN028834907963,CN48496,LECCNYW,3/30/2022 7:33,3/30/2022 17:20,3/30/2022 12:34,3/31/2022 0:29
LECVN021900024673,CN93476,LECCNYW,3/31/2022 2:26,3/30/2022 17:12,3/31/2022 6:30,3/31/2022 0:17
LECVN026670616303,CN03356,LECCNSZ,3/30/2022 14:06,3/29/2022 12:53,3/30/2022 18:12,3/30/2022 0:16
LECVN024395620653,CN41627,LECCNYW,3/30/2022 21:46,3/30/2022 17:00,3/31/2022 0:49,3/31/2022 0:03
LECVN024191008084,CN15519,LECCNSZ,3/29/2022 10:13,3/30/2022 19:29,3/29/2022 12:19,3/31/2022 6:03
LECVN023063406364,CN59935,LECCNYW,3/31/2022 6:51,3/29/2022 18:33,3/31/2022 11:56,3/30/2022 6:37
LECVN029991609573,CN96121,LECCNYW,3/31/2022 15:06,3/29/2022 4:01,3/31/2022 18:07,3/29/2022 12:08
LECVN021828689993,CN05856,LECCNSZ,3/30/2022 9:05,3/29/2022 20:01,3/30/2022 12:41,3/30/2022 6:32
LECVN029422370944,CN00328,LECCNSZ,3/31/2022 7:44,4/1/2022 12:45,3/31/2022 12:45,4/2/2022 0:08
LECVN028308624963,CN12633,LECCNSZ,4/2/2022 13:35,4/1/2022 12:44,4/2/2022 18:36,4/2/2022 0:01
LECVN026012102863,CN01970,LECCNSZ,4/2/2022 1:23,4/1/2022 13:13,4/2/2022 6:32,4/2/2022 0:32
LECVN028505568623,CN93476,LECCNYW,3/30/2022 8:21,3/29/2022 19:27,3/30/2022 12:00,3/30/2022 6:31
LECVN028379673073,CN85292,LECCNYW,4/1/2022 20:19,3/30/2022 17:44,4/2/2022 0:20,3/31/2022 0:52
LECVN022337528013,CN80546,LECCNYW,4/1/2022 22:04,4/1/2022 5:10,4/2/2022 0:07,4/1/2022 12:16
LECVN024873497423,CN75189,LECCNYW,3/30/2022 2:47,3/29/2022 4:53,3/30/2022 5:53,3/29/2022 12:02
LECVN025212667873,CN14209,LECCNSZ,3/28/2022 22:15,3/30/2022 18:38,3/29/2022 0:24,3/31/2022 6:47
LECVN024054375603,CN48496,LECCNYW,3/30/2022 21:25,4/1/2022 22:51,3/31/2022 0:29,4/2/2022 5:56
LECVN027827378703,CN12633,LECCNSZ,3/30/2022 1:36,3/29/2022 12:53,3/30/2022 6:39,3/30/2022 0:16
LECVN028227026453,CN95381,LECCNYW,3/31/2022 7:47,3/29/2022 19:53,3/31/2022 12:52,3/30/2022 6:11
LECVN028904580553,CN93476,LECCNYW,4/1/2022 19:30,4/1/2022 5:42,4/2/2022 0:34,4/1/2022 12:44
LECVN021933406823,CN93476,LECCNYW,4/1/2022 19:34,4/1/2022 5:01,4/2/2022 0:40,4/1/2022 12:07
LECVN023961076143,CN93476,LECCNYW,3/31/2022 22:22,3/30/2022 16:06,4/1/2022 0:29,3/31/2022 0:12
LECVN020048439883,CN12633,LECCNSZ,3/31/2022 1:33,4/1/2022 5:30,3/31/2022 6:39,4/1/2022 16:07
LECVN020986392393,CN08069,LECCNSZ,3/30/2022 14:32,3/31/2022 17:50,3/30/2022 18:11,4/1/2022 5:59
LECVN028665190724,CN01710,LECCNSZ,3/31/2022 10:21,3/31/2022 17:59,3/31/2022 12:29,4/1/2022 6:04
LECVN023345206463,CN94806,LECCNYW,3/29/2022 1:49,3/29/2022 19:50,3/29/2022 5:55,3/30/2022 6:11
LECVN027871251393,CN73456,LECCNYW,3/29/2022 20:40,3/29/2022 18:40,3/30/2022 0:16,3/30/2022 6:41
LECVN021436259003,CN25990,LECCNYW,3/30/2022 20:39,3/29/2022 22:12,3/31/2022 0:10,3/30/2022 6:20
LECVN020373902123,CN28326,LECCNYW,3/31/2022 19:11,3/30/2022 16:37,4/1/2022 0:12,3/31/2022 0:39
LECVN020338350413,CN25990,LECCNYW,3/28/2022 8:12,3/29/2022 4:31,3/28/2022 12:15,3/29/2022 12:38
LECVN028592616603,CN32990,LECCNYW,3/31/2022 2:29,3/30/2022 16:35,3/31/2022 6:31,3/31/2022 0:39
LECVN023960063244,CN03356,LECCNSZ,3/31/2022 14:41,3/29/2022 12:32,3/31/2022 18:44,3/30/2022 0:36
LECVN020902082143,CN91249,LECCNYW,3/30/2022 9:02,3/30/2022 17:15,3/30/2022 12:09,3/31/2022 0:22
LECVN020283767203,CN32206,LECCNYW,3/30/2022 13:56,3/29/2022 20:18,3/30/2022 18:00,3/30/2022 6:41
LECVN020362065464,CN19661,LECCNSZ,3/31/2022 9:48,3/31/2022 18:14,3/31/2022 11:57,4/1/2022 6:15
LECVN023020453073,CN23003,LECCNSZ,4/1/2022 3:16,4/1/2022 12:00,4/1/2022 6:19,4/2/2022 0:03
LECVN025057181433,CN15519,LECCNSZ,3/30/2022 2:20,3/29/2022 12:50,3/30/2022 5:58,3/30/2022 0:10
LECVN023186704913,CN03356,LECCNSZ,3/31/2022 3:37,3/29/2022 18:43,3/31/2022 6:40,3/30/2022 6:50
LECVN028679164614,CN41627,LECCNYW,3/29/2022 21:08,3/29/2022 18:48,3/30/2022 0:11,3/30/2022 6:52
LECVN022974635684,CN01710,LECCNSZ,3/31/2022 9:16,3/31/2022 18:05,3/31/2022 12:51,4/1/2022 6:06
LECVN022494993633,CN93476,LECCNYW,3/29/2022 15:06,3/29/2022 19:52,3/29/2022 18:43,3/30/2022 6:15
LECVN022175487083,CN78864,LECCNYW,3/30/2022 15:34,3/29/2022 4:29,3/30/2022 18:38,3/29/2022 12:32
LECVN024476919754,CN70636,LECCNYW,3/30/2022 3:18,3/29/2022 5:43,3/30/2022 6:27,3/29/2022 12:48
LECVN025677896083,CN14209,LECCNSZ,3/31/2022 4:27,3/29/2022 13:22,3/31/2022 6:33,3/30/2022 0:40
LECVN022038321913,CN61510,LECCNYW,4/1/2022 22:49,4/1/2022 5:20,4/2/2022 0:57,4/1/2022 12:28
LECVN029268393343,CN01710,LECCNSZ,3/30/2022 20:56,3/29/2022 13:42,3/31/2022 0:27,3/30/2022 0:19
LECVN022868166084,CN94105,LECCNYW,3/31/2022 9:14,3/29/2022 4:12,3/31/2022 12:46,3/29/2022 12:15
LECVN025688824243,CN70636,LECCNYW,4/1/2022 6:48,4/1/2022 4:55,4/1/2022 11:56,4/1/2022 12:00
LECVN029952477264,CN96121,LECCNYW,4/1/2022 13:02,3/29/2022 22:07,4/1/2022 18:04,3/30/2022 6:10
LECVN022079327103,CN09482,LECCNSZ,3/29/2022 1:13,3/29/2022 14:08,3/29/2022 6:21,3/30/2022 0:39
LECVN023847395143,CN55243,LECCNYW,3/29/2022 1:19,3/29/2022 19:27,3/29/2022 6:21,3/30/2022 6:32
LECVN023532380374,CN96121,LECCNYW,3/31/2022 8:50,3/29/2022 19:13,3/31/2022 12:23,3/30/2022 6:20
LECVN021434917733,CN15519,LECCNSZ,3/31/2022 2:53,3/29/2022 13:29,3/31/2022 6:00,3/30/2022 0:50
LECVN029826275763,CN08069,LECCNSZ,3/30/2022 13:54,3/30/2022 18:44,3/30/2022 17:58,3/31/2022 6:46
LECVN022525457174,CN52975,LECCNYW,3/29/2022 4:02,3/29/2022 20:17,3/29/2022 6:05,3/30/2022 6:37
LECVN021087817454,CN56912,LECCNYW,3/31/2022 2:01,3/29/2022 5:03,3/31/2022 6:03,3/29/2022 12:11
LECVN020673133303,CN85292,LECCNYW,3/28/2022 16:21,3/29/2022 20:34,3/28/2022 18:26,3/30/2022 6:50
LECVN026959472313,CN88991,LECCNYW,3/31/2022 2:21,3/29/2022 4:22,3/31/2022 6:30,3/29/2022 12:31
LECVN029148631923,CN99813,LECCNYW,4/2/2022 15:01,4/1/2022 5:27,4/2/2022 18:40,4/1/2022 12:28
LECVN025875942313,CN12633,LECCNSZ,3/29/2022 8:40,3/28/2022 19:49,3/29/2022 12:12,3/29/2022 6:22
LECVN028990037173,CN48496,LECCNYW,3/30/2022 3:36,3/29/2022 3:56,3/30/2022 6:42,3/29/2022 11:59
LECVN029736415904,CN91856,LECCNYW,4/2/2022 14:23,4/1/2022 5:42,4/2/2022 18:30,4/1/2022 12:50
LECVN023105688524,CN93476,LECCNYW,3/30/2022 2:42,3/29/2022 19:48,3/30/2022 6:20,3/30/2022 6:07
LECVN025361246663,CN94806,LECCNYW,3/29/2022 3:53,3/26/2022 23:05,3/29/2022 5:58,3/27/2022 6:14
LECVN027404596273,CN32990,LECCNYW,3/30/2022 20:37,3/30/2022 16:13,3/31/2022 0:13,3/31/2022 0:16
LECVN024746913483,CN19661,LECCNSZ,3/29/2022 14:47,3/30/2022 18:48,3/29/2022 18:24,3/30/2022 20:08
LECVN029348532493,CN23003,LECCNSZ,3/30/2022 10:39,3/30/2022 19:22,3/30/2022 12:46,3/31/2022 6:00
LECVN028789991384,CN14209,LECCNSZ,3/31/2022 1:34,3/30/2022 19:53,3/31/2022 6:38,3/31/2022 6:28
LECVN020763498434,CN08069,LECCNSZ,3/28/2022 8:40,3/28/2022 20:07,3/28/2022 12:11,3/29/2022 6:40
LECVN020345411873,CN08863,LECCNSZ,3/30/2022 20:27,3/29/2022 13:34,3/31/2022 0:32,3/30/2022 0:07
LECVN020827562443,CN70331,LECCNYW,3/27/2022 15:29,3/26/2022 22:08,3/27/2022 18:38,3/27/2022 6:10
LECVN027700703173,CN70636,LECCNYW,3/30/2022 10:24,3/29/2022 4:07,3/30/2022 12:30,3/29/2022 12:15
LECVN027454551683,CN93476,LECCNYW,3/31/2022 4:37,3/29/2022 3:57,3/31/2022 6:46,3/29/2022 11:58
LECVN020206571914,CN48496,LECCNYW,3/29/2022 9:02,3/26/2022 23:40,3/29/2022 12:33,3/27/2022 6:47
LECVN027979322833,CN08069,LECCNSZ,3/31/2022 10:49,4/1/2022 5:26,3/31/2022 12:51,4/1/2022 16:03
LECVN022184416984,CN96121,LECCNYW,3/27/2022 14:10,3/28/2022 23:20,3/27/2022 18:18,3/29/2022 6:24
LECVN022160108144,CN93476,LECCNYW,3/31/2022 22:24,3/29/2022 18:29,4/1/2022 0:28,3/30/2022 6:34
LECVN028897937153,CN48496,LECCNYW,3/31/2022 22:48,3/30/2022 17:32,4/1/2022 0:57,3/31/2022 0:38
LECVN024677125113,CN39822,LECCNYW,3/29/2022 8:19,3/29/2022 4:58,3/29/2022 11:56,3/29/2022 12:01
LECVN024579248153,CN23003,LECCNSZ,3/29/2022 20:33,3/30/2022 18:33,3/30/2022 0:04,4/1/2022 6:42
LECVN025209103124,CN48496,LECCNYW,4/1/2022 2:14,4/1/2022 5:31,4/1/2022 6:23,4/1/2022 12:32
LECVN028244860933,CN03356,LECCNSZ,3/29/2022 19:27,3/29/2022 11:54,3/30/2022 0:33,3/29/2022 23:58
LECVN025095643993,CN55243,LECCNYW,3/30/2022 16:22,3/29/2022 4:24,3/30/2022 18:25,3/29/2022 12:26
LECVN026538299344,CN03356,LECCNSZ,3/30/2022 10:30,4/1/2022 18:50,3/30/2022 12:35,4/2/2022 6:13
LECVN028308216453,CN96121,LECCNYW,4/1/2022 19:57,4/1/2022 5:28,4/2/2022 0:01,4/1/2022 12:34
LECVN022387211843,CN27928,LECCNYW,4/2/2022 21:23,4/1/2022 4:58,4/3/2022 0:24,4/1/2022 12:04
LECVN027816629384,CN08069,LECCNSZ,4/1/2022 1:41,4/1/2022 12:54,4/1/2022 6:46,4/2/2022 0:17
LECVN028686639963,CN70636,LECCNYW,3/27/2022 19:59,3/26/2022 22:04,3/28/2022 0:06,3/27/2022 6:08
LECVN027736401123,CN48496,LECCNYW,3/29/2022 1:38,3/28/2022 23:04,3/29/2022 6:43,3/29/2022 6:08
LECVN024220225883,CN61510,LECCNYW,3/29/2022 3:24,3/29/2022 4:18,3/29/2022 6:31,3/29/2022 12:23
LECVN028846264034,CN80546,LECCNYW,3/29/2022 20:22,3/26/2022 23:40,3/29/2022 23:58,3/27/2022 6:45
LECVN022113867234,CN15519,LECCNSZ,3/29/2022 6:53,3/30/2022 19:54,3/29/2022 12:02,3/31/2022 6:26
LECVN022449072064,CN59935,LECCNYW,3/27/2022 20:58,3/29/2022 5:06,3/28/2022 0:32,3/29/2022 12:12
LECVN024428746483,CN91249,LECCNYW,3/30/2022 14:53,3/29/2022 22:40,3/30/2022 18:24,3/30/2022 6:41
LECVN027573478533,CN39062,LECCNYW,3/30/2022 1:07,3/29/2022 19:26,3/30/2022 6:09,3/30/2022 6:29
LECVN022508077983,CN03356,LECCNSZ,3/30/2022 8:22,4/1/2022 5:21,3/30/2022 11:56,4/1/2022 15:58
LECVN025292811714,CN93476,LECCNYW,3/30/2022 7:22,3/30/2022 17:50,3/30/2022 12:30,3/31/2022 0:53
LECVN021633795633,CN91249,LECCNYW,3/31/2022 20:30,3/30/2022 16:52,4/1/2022 0:02,3/30/2022 23:53
LECVN022528463594,CN91249,LECCNYW,3/29/2022 1:29,3/26/2022 22:51,3/29/2022 6:34,3/27/2022 5:56
LECVN023605254853,CN48496,LECCNYW,3/29/2022 7:20,3/29/2022 19:36,3/29/2022 12:28,3/30/2022 6:40
LECVN021768222283,CN08863,LECCNSZ,3/30/2022 10:33,3/30/2022 19:36,3/30/2022 12:38,3/31/2022 6:10
LECVN024619749293,CN98923,LECCNYW,3/29/2022 3:47,3/29/2022 19:55,3/29/2022 5:54,3/30/2022 6:11
LECVN029668660003,CN39822,LECCNYW,3/29/2022 20:50,3/29/2022 19:29,3/30/2022 0:26,3/30/2022 6:33
LECVN028063925433,CN91249,LECCNYW,3/31/2022 8:57,3/29/2022 5:35,3/31/2022 11:59,3/29/2022 12:38
LECVN027044865073,CN41627,LECCNYW,3/29/2022 19:32,3/26/2022 22:49,3/30/2022 0:36,3/27/2022 5:54
LECVN029719683003,CN93476,LECCNYW,3/31/2022 9:05,4/1/2022 5:33,3/31/2022 12:08,4/1/2022 12:38
LECVN026502574513,CN80546,LECCNYW,3/31/2022 9:03,4/1/2022 5:11,3/31/2022 12:04,4/1/2022 12:17
LECVN024585515683,CN08969,LECCNSZ,3/27/2022 14:31,3/28/2022 19:15,3/27/2022 18:05,3/29/2022 6:37
LECVN023401108843,CN15519,LECCNSZ,3/28/2022 22:17,3/30/2022 20:02,3/29/2022 0:25,3/31/2022 6:37
LECVN021698003243,CN70636,LECCNYW,3/31/2022 8:46,3/30/2022 16:58,3/31/2022 12:24,3/31/2022 0:01
LECVN026173905443,CN03356,LECCNSZ,3/30/2022 9:13,3/29/2022 18:28,3/30/2022 12:18,3/30/2022 5:52
LECVN024281878063,CN01710,LECCNSZ,3/29/2022 3:04,3/29/2022 13:05,3/29/2022 6:36,3/30/2022 0:28
LECVN028377410163,CN08069,LECCNSZ,3/31/2022 21:52,3/29/2022 13:18,4/1/2022 0:01,3/30/2022 0:36
LECVN027369986143,CN52975,LECCNYW,4/2/2022 21:50,4/1/2022 5:32,4/3/2022 0:53,4/1/2022 12:35
LECVN024297370413,CN73456,LECCNYW,4/1/2022 16:40,3/29/2022 22:09,4/1/2022 18:45,3/30/2022 6:18
LECVN028489121243,CN41627,LECCNYW,3/31/2022 9:04,3/30/2022 16:04,3/31/2022 12:08,3/31/2022 0:05
LECVN026427761603,CN78864,LECCNYW,3/30/2022 21:29,4/1/2022 22:19,3/31/2022 0:30,4/2/2022 6:26
LECVN022504785673,CN91856,LECCNYW,3/30/2022 3:30,3/29/2022 20:27,3/30/2022 6:37,3/30/2022 6:51
LECVN028824915054,CN88991,LECCNYW,3/30/2022 14:43,4/1/2022 22:47,3/30/2022 17:52,4/2/2022 6:50
LECVN020166249974,CN93476,LECCNYW,3/28/2022 3:52,3/29/2022 23:36,3/28/2022 5:54,3/30/2022 6:40
LECVN023349083284,CN48496,LECCNYW,3/31/2022 16:32,3/29/2022 5:34,3/31/2022 18:39,3/29/2022 12:40
LECVN023207327523,CN93476,LECCNYW,3/30/2022 3:45,3/29/2022 19:29,3/30/2022 6:49,3/30/2022 6:32
LECVN022098339173,CN48496,LECCNYW,3/29/2022 19:18,3/29/2022 19:15,3/30/2022 0:24,3/30/2022 6:24
LECVN027413396564,CN32990,LECCNYW,3/30/2022 16:35,3/29/2022 22:24,3/30/2022 18:40,3/30/2022 6:30
LECVN020913758833,CN96121,LECCNYW,3/30/2022 19:00,3/29/2022 5:13,3/31/2022 0:05,3/29/2022 12:18
LECVN024754178913,CN39062,LECCNYW,3/29/2022 20:33,3/29/2022 19:58,3/30/2022 0:09,3/30/2022 6:19
LECVN023783920833,CN93476,LECCNYW,4/2/2022 8:48,4/1/2022 5:13,4/2/2022 12:24,4/1/2022 12:18
LECVN022616581214,CN91249,LECCNYW,3/29/2022 14:12,3/29/2022 19:25,3/29/2022 18:13,3/30/2022 6:29
LECVN028200238883,CN96121,LECCNYW,3/31/2022 22:25,3/29/2022 5:16,4/1/2022 0:26,3/29/2022 12:24
LECVN025452317814,CN32990,LECCNYW,3/30/2022 9:20,3/29/2022 4:13,3/30/2022 12:29,3/29/2022 12:19
LECVN022783511663,CN34621,LECCNYW,3/29/2022 15:12,3/29/2022 19:50,3/29/2022 18:18,3/30/2022 6:08
LECVN026055529383,CN03356,LECCNSZ,3/27/2022 20:33,3/28/2022 18:09,3/28/2022 0:10,3/29/2022 6:11
LECVN024506625434,CN96121,LECCNYW,3/29/2022 22:01,3/28/2022 23:11,3/30/2022 0:09,3/29/2022 6:15
LECVN022820579574,CN52975,LECCNYW,4/1/2022 9:22,4/1/2022 5:29,4/1/2022 12:57,4/1/2022 12:36
LECVN027424796473,CN05856,LECCNSZ,3/28/2022 3:24,3/28/2022 17:53,3/28/2022 6:33,3/29/2022 5:56
LECVN025585517913,CN14209,LECCNSZ,3/30/2022 8:27,3/30/2022 19:28,3/30/2022 12:05,3/31/2022 6:02
LECVN020908117814,CN41627,LECCNYW,3/30/2022 2:10,3/29/2022 19:52,3/30/2022 6:19,3/30/2022 6:11
LECVN022868621023,CN34679,LECCNYW,3/29/2022 7:42,3/29/2022 19:52,3/29/2022 12:49,3/30/2022 6:10
LECVN029892472133,CN69053,LECCNYW,3/29/2022 20:49,3/29/2022 18:45,3/30/2022 0:54,3/30/2022 6:47
LECVN020355399763,CN08069,LECCNSZ,3/29/2022 7:02,3/30/2022 19:25,3/29/2022 12:06,3/31/2022 5:57
LECVN024695756484,CN41627,LECCNYW,3/31/2022 15:30,4/1/2022 5:13,3/31/2022 18:32,4/1/2022 12:21
LECVN023226238043,CN25990,LECCNYW,3/29/2022 22:22,3/30/2022 17:44,3/30/2022 0:23,3/31/2022 0:49
LECVN021124907474,CN94806,LECCNYW,3/29/2022 13:16,3/29/2022 19:36,3/29/2022 18:22,3/30/2022 6:00
LECVN021506043373,CN32990,LECCNYW,3/27/2022 20:24,3/29/2022 4:46,3/28/2022 0:00,3/29/2022 12:49
LECVN023858603583,CN25266,LECCNYW,3/30/2022 2:38,3/29/2022 5:38,3/30/2022 6:41,3/29/2022 12:47
LECVN026972801333,CN25990,LECCNYW,3/31/2022 2:44,4/1/2022 22:08,3/31/2022 6:17,4/2/2022 6:12
LECVN020344767353,CN48496,LECCNYW,3/29/2022 13:53,3/29/2022 19:21,3/29/2022 18:55,3/30/2022 6:22
LECVN021667366223,CN70636,LECCNYW,3/28/2022 15:25,3/29/2022 4:47,3/28/2022 18:33,3/29/2022 12:50
LECVN025985343983,CN27928,LECCNYW,4/1/2022 21:35,4/1/2022 5:06,4/2/2022 0:37,4/1/2022 12:09
LECVN022086321834,CN39062,LECCNYW,3/30/2022 21:23,3/30/2022 16:00,3/31/2022 0:26,3/31/2022 0:07
LECVN024925056793,CN91249,LECCNYW,3/29/2022 13:02,3/29/2022 19:29,3/29/2022 18:04,3/30/2022 6:33
LECVN029683142023,CN48496,LECCNYW,3/31/2022 15:41,4/1/2022 4:54,3/31/2022 18:43,4/1/2022 11:58
LECVN025908833503,CN00328,LECCNSZ,3/31/2022 10:35,4/1/2022 5:42,3/31/2022 12:40,4/1/2022 16:15
LECVN026767066803,CN93476,LECCNYW,4/1/2022 21:03,3/30/2022 16:02,4/2/2022 0:41,3/31/2022 0:10
LECVN022705740243,CN23003,LECCNSZ,3/31/2022 20:53,4/1/2022 5:51,3/31/2022 23:54,4/1/2022 16:26
LECVN023628628963,CN05856,LECCNSZ,4/2/2022 21:05,4/1/2022 13:14,4/3/2022 0:13,4/2/2022 0:31
LECVN023062818183,CN91249,LECCNYW,3/29/2022 9:10,3/26/2022 23:41,3/29/2022 12:13,3/27/2022 6:48
LECVN024824615604,CN91236,LECCNYW,3/30/2022 2:48,3/29/2022 5:14,3/30/2022 6:24,3/29/2022 12:21
LECVN023118973543,CN23003,LECCNSZ,3/31/2022 21:31,4/1/2022 11:55,4/1/2022 0:36,4/1/2022 23:58
LECVN026361211923,CN80546,LECCNYW,4/1/2022 4:13,4/1/2022 5:08,4/1/2022 6:15,4/1/2022 12:12
LECVN022596217503,CN08863,LECCNSZ,3/27/2022 19:07,3/28/2022 18:16,3/28/2022 0:13,3/29/2022 6:24
LECVN020763873743,CN05856,LECCNSZ,3/31/2022 21:09,4/1/2022 5:33,4/1/2022 0:12,4/1/2022 16:04
LECVN023609873144,CN15519,LECCNSZ,3/29/2022 22:31,3/29/2022 14:05,3/30/2022 0:37,3/30/2022 0:40
LECVN027323981643,CN52975,LECCNYW,3/31/2022 8:52,3/29/2022 19:57,3/31/2022 12:28,3/30/2022 6:14
LECVN026172392024,CN93476,LECCNYW,3/30/2022 1:17,3/29/2022 18:51,3/30/2022 6:25,3/30/2022 5:53
LECVN021951817584,CN08863,LECCNSZ,3/31/2022 21:47,4/1/2022 12:48,4/1/2022 0:51,4/2/2022 0:11
LECVN022979127423,CN15519,LECCNSZ,3/27/2022 22:02,3/29/2022 12:55,3/28/2022 0:06,3/30/2022 0:16
LECVN028905320783,CN15519,LECCNSZ,3/31/2022 6:59,3/31/2022 20:39,3/31/2022 12:04,4/1/2022 5:55
LECVN022680006633,CN96121,LECCNYW,3/30/2022 7:29,3/30/2022 17:14,3/30/2022 12:33,3/31/2022 0:21
LECVN028990400213,CN32990,LECCNYW,3/31/2022 15:52,4/1/2022 5:07,3/31/2022 17:54,4/1/2022 12:08
LECVN022125952364,CN14209,LECCNSZ,3/30/2022 9:47,3/30/2022 19:04,3/30/2022 11:54,4/2/2022 6:22
LECVN024395298104,CN03356,LECCNSZ,3/30/2022 16:41,3/30/2022 18:30,3/30/2022 18:44,3/31/2022 6:38
LECVN023850502063,CN14209,LECCNSZ,3/30/2022 14:08,3/30/2022 19:37,3/30/2022 18:10,3/31/2022 6:14
LECVN020869810144,CN61510,LECCNYW,3/30/2022 4:30,3/29/2022 4:29,3/30/2022 6:35,3/29/2022 12:37
LECVN025822187383,CN08069,LECCNSZ,3/29/2022 1:41,3/28/2022 17:59,3/29/2022 6:48,3/29/2022 6:01
LECVN024869861644,CN08069,LECCNSZ,3/29/2022 3:03,3/28/2022 19:26,3/29/2022 6:08,3/29/2022 6:50
LECVN020487598553,CN48496,LECCNYW,3/31/2022 8:59,4/1/2022 5:19,3/31/2022 12:02,4/1/2022 12:21
LECVN023882006533,CN25266,LECCNYW,4/2/2022 20:43,4/1/2022 4:57,4/3/2022 0:18,4/1/2022 12:01
LECVN020162368283,CN23003,LECCNSZ,3/30/2022 2:58,3/30/2022 18:45,3/30/2022 6:03,3/31/2022 6:54
LECVN023852716373,CN03356,LECCNSZ,3/28/2022 21:15,3/29/2022 13:06,3/29/2022 0:17,3/30/2022 0:25
LECVN029110879853,CN25990,LECCNYW,3/30/2022 2:53,3/29/2022 3:49,3/30/2022 6:01,3/29/2022 11:53
LECVN021187945443,CN01970,LECCNSZ,3/30/2022 3:53,3/30/2022 21:44,3/30/2022 6:56,3/31/2022 6:20
LECVN022008189023,CN14209,LECCNSZ,3/31/2022 3:34,3/31/2022 17:49,3/31/2022 6:39,4/1/2022 5:54
LECVN023220398894,CN00328,LECCNSZ,3/30/2022 21:16,4/1/2022 5:57,3/31/2022 0:52,4/1/2022 16:28
LECVN021269811093,CN80546,LECCNYW,3/29/2022 9:01,3/29/2022 4:33,3/29/2022 12:08,3/29/2022 12:34
LECVN023393567734,CN75189,LECCNYW,3/30/2022 9:07,3/30/2022 17:16,3/30/2022 12:41,3/31/2022 0:23
LECVN026702968194,CN03356,LECCNSZ,3/31/2022 1:00,3/29/2022 13:58,3/31/2022 6:06,3/30/2022 0:31
LECVN027883530003,CN19661,LECCNSZ,3/29/2022 19:30,3/28/2022 18:25,3/30/2022 0:34,3/29/2022 6:26
LECVN021712025483,CN05856,LECCNSZ,3/31/2022 1:57,3/29/2022 13:45,3/31/2022 5:58,3/30/2022 0:16
LECVN024256842233,CN03356,LECCNSZ,3/30/2022 15:35,3/30/2022 19:26,3/30/2022 18:40,3/31/2022 5:59
LECVN024116994983,CN70331,LECCNYW,3/30/2022 2:40,3/29/2022 4:25,3/30/2022 6:13,3/29/2022 12:30
LECVN028264607564,CN14209,LECCNSZ,3/29/2022 9:15,3/28/2022 19:23,3/29/2022 12:46,3/29/2022 6:47
LECVN022875113783,CN25990,LECCNYW,4/2/2022 3:03,4/1/2022 5:33,4/2/2022 6:35,4/1/2022 12:36
LECVN022187878143,CN80546,LECCNYW,4/1/2022 10:13,4/1/2022 5:03,4/1/2022 12:22,4/1/2022 12:05
LECVN025826926763,CN39062,LECCNYW,3/27/2022 20:39,3/29/2022 4:45,3/28/2022 0:43,3/29/2022 12:47
LECVN024299102583,CN94105,LECCNYW,3/30/2022 2:16,3/29/2022 18:44,3/30/2022 6:21,3/30/2022 5:52
LECVN029433155803,CN94105,LECCNYW,3/29/2022 20:43,3/29/2022 18:52,3/30/2022 0:51,3/30/2022 6:54
LECVN025887367824,CN34621,LECCNYW,4/1/2022 9:12,4/1/2022 5:13,4/1/2022 12:49,4/1/2022 12:15
LECVN026472198993,CN91287,LECCNYW,3/30/2022 9:34,3/29/2022 19:59,3/30/2022 12:40,3/30/2022 6:15
LECVN020409680493,CN08069,LECCNSZ,3/28/2022 20:39,3/30/2022 18:45,3/29/2022 0:17,3/31/2022 6:47
LECVN028089304964,CN32990,LECCNYW,3/27/2022 15:20,3/28/2022 23:23,3/27/2022 18:52,3/29/2022 6:30
